state_code,date,total_cases,total_deaths,state,population,new_cases,new_deaths
OR,2020-03-12,19.0,,Oregon,4217737.0,0.0,
ND,2020-03-12,1.0,,North Dakota,762062.0,1.0,
PA,2020-03-12,22.0,,Pennsylvania,12801989.0,6.0,
MT,2020-03-12,1.0,,Montana,1068778.0,1.0,
DE,2020-03-12,4.0,0.0,Delaware,973764.0,3.0,0.0
MI,2020-03-12,702.0,,Michigan,9986857.0,205.0,
VA,2020-03-12,17.0,,Virginia,8535519.0,8.0,
KS,2020-03-12,4.0,,Kansas,2913314.0,3.0,
AL,2020-03-12,0.0,,Alabama,4903185.0,0.0,
ME,2020-03-12,1.0,,Maine,1344212.0,1.0,
IA,2020-03-12,14.0,,Iowa,3155070.0,1.0,
DE,2020-03-13,4.0,0.0,Delaware,973764.0,0.0,0.0
GA,2020-03-13,42.0,1.0,Georgia,10617423.0,11.0,1.0
NJ,2020-03-13,50.0,3.0,New Jersey,8882190.0,20.0,0.0
NC,2020-03-13,15.0,,North Carolina,10488084.0,3.0,
LA,2020-03-13,36.0,,Louisiana,4648794.0,22.0,
NH,2020-03-13,6.0,,New Hampshire,1359711.0,0.0,
ND,2020-03-13,1.0,0.0,North Dakota,762062.0,0.0,0.0
DC,2020-03-13,10.0,,District of Columbia,705749.0,0.0,
CT,2020-03-13,6.0,,Connecticut,3565287.0,0.0,
NM,2020-03-13,10.0,,New Mexico,2096829.0,5.0,
NY,2020-03-13,421.0,,New York,19453561.0,205.0,
MA,2020-03-13,23.0,,Massachusetts,6892503.0,15.0,
AZ,2020-03-13,9.0,0.0,Arizona,7278717.0,0.0,0.0
RI,2020-03-13,19.0,,Rhode Island,1059361.0,6.0,
SC,2020-03-13,12.0,,South Carolina,5148714.0,2.0,
ME,2020-03-13,3.0,,Maine,1344212.0,2.0,
PA,2020-03-13,41.0,,Pennsylvania,12801989.0,19.0,
MI,2020-03-13,945.0,,Michigan,9986857.0,243.0,
CA,2020-03-13,202.0,4.0,California,39512223.0,0.0,0.0
OR,2020-03-13,30.0,,Oregon,4217737.0,11.0,
MN,2020-03-13,62.0,,Minnesota,5639632.0,19.0,
OK,2020-03-13,3.0,,Oklahoma,3956971.0,0.0,
FL,2020-03-13,50.0,2.0,Florida,21477737.0,18.0,0.0
OH,2020-03-13,13.0,,Ohio,11689100.0,8.0,
MO,2020-03-13,2.0,,Missouri,6137428.0,1.0,
CO,2020-03-13,72.0,,Colorado,5758736.0,27.0,
MS,2020-03-13,4.0,,Mississippi,2976149.0,3.0,
MD,2020-03-13,17.0,,Maryland,6045680.0,5.0,
SD,2020-03-13,9.0,,South Dakota,884659.0,1.0,
NV,2020-03-13,11.0,0.0,Nevada,3080156.0,4.0,0.0
MT,2020-03-13,1.0,,Montana,1068778.0,0.0,
TN,2020-03-13,26.0,,Tennessee,6829174.0,8.0,
AR,2020-03-13,9.0,,Arkansas,3017804.0,3.0,
NE,2020-03-13,13.0,,Nebraska,1934408.0,3.0,
KY,2020-03-13,11.0,,Kentucky,4467673.0,3.0,
IA,2020-03-13,16.0,,Iowa,3155070.0,2.0,
AK,2020-03-13,1.0,0.0,Alaska,731545.0,1.0,0.0
VA,2020-03-13,30.0,,Virginia,8535519.0,13.0,
WI,2020-03-13,23.0,,Wisconsin,5822434.0,14.0,
UT,2020-03-13,6.0,,Utah,3205958.0,2.0,
KS,2020-03-13,6.0,,Kansas,2913314.0,2.0,
AL,2020-03-13,1.0,,Alabama,4903185.0,1.0,
VT,2020-03-13,5.0,,Vermont,623989.0,3.0,
ID,2020-03-13,0.0,,Idaho,1787065.0,0.0,
WV,2020-03-13,0.0,,West Virginia,1792147.0,0.0,
IN,2020-03-13,12.0,,Indiana,6732219.0,0.0,
WA,2020-03-13,2218.0,47.0,Washington,7614893.0,297.0,3.0
HI,2020-03-13,2.0,,Hawaii,1415872.0,0.0,
IL,2020-03-13,32.0,,Illinois,12671821.0,7.0,
TX,2020-03-13,39.0,,Texas,28995881.0,16.0,
WY,2020-03-13,1.0,,Wyoming,578759.0,0.0,
MI,2020-03-14,1196.0,,Michigan,9986857.0,251.0,
OR,2020-03-14,30.0,,Oregon,4217737.0,0.0,
SC,2020-03-14,13.0,,South Carolina,5148714.0,1.0,
KS,2020-03-14,6.0,1.0,Kansas,2913314.0,0.0,1.0
WA,2020-03-14,2484.0,51.0,Washington,7614893.0,266.0,4.0
NY,2020-03-14,524.0,,New York,19453561.0,103.0,
AZ,2020-03-14,12.0,0.0,Arizona,7278717.0,3.0,0.0
NC,2020-03-14,23.0,,North Carolina,10488084.0,8.0,
MO,2020-03-14,4.0,0.0,Missouri,6137428.0,2.0,0.0
WI,2020-03-14,23.0,,Wisconsin,5822434.0,0.0,
CA,2020-03-14,252.0,5.0,California,39512223.0,50.0,1.0
DC,2020-03-14,10.0,,District of Columbia,705749.0,0.0,
CO,2020-03-14,101.0,1.0,Colorado,5758736.0,29.0,1.0
VA,2020-03-14,30.0,,Virginia,8535519.0,0.0,
ND,2020-03-14,1.0,0.0,North Dakota,762062.0,0.0,0.0
SD,2020-03-14,9.0,,South Dakota,884659.0,0.0,
OK,2020-03-14,4.0,,Oklahoma,3956971.0,1.0,
MD,2020-03-14,26.0,,Maryland,6045680.0,9.0,
WV,2020-03-14,0.0,,West Virginia,1792147.0,0.0,
NJ,2020-03-14,50.0,3.0,New Jersey,8882190.0,0.0,0.0
GA,2020-03-14,66.0,1.0,Georgia,10617423.0,24.0,0.0
KY,2020-03-14,14.0,1.0,Kentucky,4467673.0,3.0,1.0
ID,2020-03-14,2.0,,Idaho,1787065.0,2.0,
VT,2020-03-14,8.0,,Vermont,623989.0,3.0,
MN,2020-03-14,90.0,,Minnesota,5639632.0,28.0,
TX,2020-03-14,51.0,,Texas,28995881.0,12.0,
UT,2020-03-14,6.0,,Utah,3205958.0,0.0,
IN,2020-03-14,15.0,0.0,Indiana,6732219.0,3.0,0.0
OH,2020-03-14,13.0,,Ohio,11689100.0,0.0,
AL,2020-03-14,6.0,,Alabama,4903185.0,5.0,
FL,2020-03-14,77.0,3.0,Florida,21477737.0,27.0,1.0
HI,2020-03-14,2.0,,Hawaii,1415872.0,0.0,
MA,2020-03-14,38.0,,Massachusetts,6892503.0,15.0,
WY,2020-03-14,2.0,,Wyoming,578759.0,1.0,
MT,2020-03-14,5.0,,Montana,1068778.0,4.0,
NE,2020-03-14,14.0,,Nebraska,1934408.0,1.0,
NM,2020-03-14,10.0,,New Mexico,2096829.0,0.0,
LA,2020-03-14,51.0,,Louisiana,4648794.0,15.0,
NV,2020-03-14,20.0,0.0,Nevada,3080156.0,9.0,0.0
NH,2020-03-14,7.0,,New Hampshire,1359711.0,1.0,
ME,2020-03-14,3.0,,Maine,1344212.0,0.0,
RI,2020-03-14,19.0,,Rhode Island,1059361.0,0.0,
CT,2020-03-14,11.0,,Connecticut,3565287.0,5.0,
AK,2020-03-14,1.0,0.0,Alaska,731545.0,0.0,0.0
TN,2020-03-14,32.0,,Tennessee,6829174.0,6.0,
IL,2020-03-14,46.0,,Illinois,12671821.0,14.0,
MS,2020-03-14,6.0,,Mississippi,2976149.0,2.0,
DE,2020-03-14,6.0,0.0,Delaware,973764.0,2.0,0.0
IA,2020-03-14,17.0,,Iowa,3155070.0,1.0,
AR,2020-03-14,12.0,,Arkansas,3017804.0,3.0,
PA,2020-03-14,47.0,,Pennsylvania,12801989.0,6.0,
CA,2020-03-15,293.0,5.0,California,39512223.0,41.0,0.0
ME,2020-03-15,3.0,,Maine,1344212.0,0.0,
MT,2020-03-15,7.0,,Montana,1068778.0,2.0,
KY,2020-03-15,16.0,1.0,Kentucky,4467673.0,2.0,0.0
FL,2020-03-15,116.0,4.0,Florida,21477737.0,39.0,1.0
NC,2020-03-15,32.0,,North Carolina,10488084.0,9.0,
VT,2020-03-15,12.0,,Vermont,623989.0,4.0,
SC,2020-03-15,19.0,,South Carolina,5148714.0,6.0,
LA,2020-03-15,90.0,2.0,Louisiana,4648794.0,39.0,2.0
AR,2020-03-15,16.0,,Arkansas,3017804.0,4.0,
NM,2020-03-15,13.0,,New Mexico,2096829.0,3.0,
OK,2020-03-15,9.0,,Oklahoma,3956971.0,5.0,
IL,2020-03-15,64.0,,Illinois,12671821.0,18.0,
MD,2020-03-15,31.0,,Maryland,6045680.0,5.0,
RI,2020-03-15,20.0,,Rhode Island,1059361.0,1.0,
WY,2020-03-15,3.0,,Wyoming,578759.0,1.0,
OR,2020-03-15,36.0,,Oregon,4217737.0,6.0,
NJ,2020-03-15,98.0,4.0,New Jersey,8882190.0,48.0,1.0
ND,2020-03-15,1.0,0.0,North Dakota,762062.0,0.0,0.0
DE,2020-03-15,6.0,0.0,Delaware,973764.0,0.0,0.0
MN,2020-03-15,128.0,,Minnesota,5639632.0,38.0,
TX,2020-03-15,56.0,,Texas,28995881.0,5.0,
HI,2020-03-15,2.0,,Hawaii,1415872.0,0.0,
WV,2020-03-15,0.0,0.0,West Virginia,1792147.0,0.0,0.0
MS,2020-03-15,10.0,,Mississippi,2976149.0,4.0,
KS,2020-03-15,8.0,1.0,Kansas,2913314.0,2.0,0.0
CT,2020-03-15,20.0,,Connecticut,3565287.0,9.0,
MI,2020-03-15,1480.0,,Michigan,9986857.0,284.0,
TN,2020-03-15,39.0,,Tennessee,6829174.0,7.0,
MA,2020-03-15,64.0,,Massachusetts,6892503.0,26.0,
WA,2020-03-15,2738.0,57.0,Washington,7614893.0,254.0,6.0
VA,2020-03-15,45.0,1.0,Virginia,8535519.0,15.0,1.0
CO,2020-03-15,131.0,1.0,Colorado,5758736.0,30.0,0.0
IN,2020-03-15,19.0,0.0,Indiana,6732219.0,4.0,0.0
AZ,2020-03-15,12.0,0.0,Arizona,7278717.0,0.0,0.0
DC,2020-03-15,16.0,,District of Columbia,705749.0,6.0,
IA,2020-03-15,18.0,,Iowa,3155070.0,1.0,
MO,2020-03-15,5.0,0.0,Missouri,6137428.0,1.0,0.0
NY,2020-03-15,729.0,3.0,New York,19453561.0,205.0,3.0
ID,2020-03-15,5.0,,Idaho,1787065.0,3.0,
WI,2020-03-15,37.0,,Wisconsin,5822434.0,14.0,
AK,2020-03-15,1.0,0.0,Alaska,731545.0,0.0,0.0
NH,2020-03-15,13.0,,New Hampshire,1359711.0,6.0,
UT,2020-03-15,28.0,0.0,Utah,3205958.0,22.0,0.0
NV,2020-03-15,21.0,1.0,Nevada,3080156.0,1.0,1.0
PA,2020-03-15,63.0,,Pennsylvania,12801989.0,16.0,
NE,2020-03-15,17.0,,Nebraska,1934408.0,3.0,
SD,2020-03-15,9.0,,South Dakota,884659.0,0.0,
OH,2020-03-15,36.0,,Ohio,11689100.0,23.0,
GA,2020-03-15,99.0,1.0,Georgia,10617423.0,33.0,0.0
AL,2020-03-15,12.0,0.0,Alabama,4903185.0,6.0,0.0
KY,2020-03-16,21.0,1.0,Kentucky,4467673.0,5.0,0.0
NC,2020-03-16,33.0,0.0,North Carolina,10488084.0,1.0,0.0
UT,2020-03-16,39.0,0.0,Utah,3205958.0,11.0,0.0
PA,2020-03-16,76.0,,Pennsylvania,12801989.0,13.0,
AL,2020-03-16,28.0,0.0,Alabama,4903185.0,16.0,0.0
CA,2020-03-16,335.0,6.0,California,39512223.0,42.0,1.0
DE,2020-03-16,8.0,0.0,Delaware,973764.0,2.0,0.0
WV,2020-03-16,0.0,0.0,West Virginia,1792147.0,0.0,0.0
AZ,2020-03-16,18.0,0.0,Arizona,7278717.0,6.0,0.0
VA,2020-03-16,51.0,1.0,Virginia,8535519.0,6.0,0.0
ID,2020-03-16,5.0,,Idaho,1787065.0,0.0,
ND,2020-03-16,1.0,0.0,North Dakota,762062.0,0.0,0.0
RI,2020-03-16,22.0,,Rhode Island,1059361.0,2.0,
NH,2020-03-16,13.0,,New Hampshire,1359711.0,0.0,
ME,2020-03-16,17.0,,Maine,1344212.0,14.0,
MI,2020-03-16,1933.0,,Michigan,9986857.0,453.0,
GA,2020-03-16,121.0,1.0,Georgia,10617423.0,22.0,0.0
VT,2020-03-16,17.0,,Vermont,623989.0,5.0,
MA,2020-03-16,97.0,,Massachusetts,6892503.0,33.0,
MT,2020-03-16,7.0,,Montana,1068778.0,0.0,
IA,2020-03-16,22.0,,Iowa,3155070.0,4.0,
OH,2020-03-16,50.0,,Ohio,11689100.0,14.0,
NV,2020-03-16,45.0,1.0,Nevada,3080156.0,24.0,0.0
MO,2020-03-16,6.0,0.0,Missouri,6137428.0,1.0,0.0
WI,2020-03-16,56.0,,Wisconsin,5822434.0,19.0,
NE,2020-03-16,18.0,,Nebraska,1934408.0,1.0,
DC,2020-03-16,17.0,,District of Columbia,705749.0,1.0,
CO,2020-03-16,131.0,1.0,Colorado,5758736.0,0.0,0.0
KS,2020-03-16,11.0,1.0,Kansas,2913314.0,3.0,0.0
AK,2020-03-16,1.0,0.0,Alaska,731545.0,0.0,0.0
CT,2020-03-16,26.0,,Connecticut,3565287.0,6.0,
WA,2020-03-16,3107.0,69.0,Washington,7614893.0,369.0,12.0
NY,2020-03-16,950.0,7.0,New York,19453561.0,221.0,4.0
TN,2020-03-16,52.0,,Tennessee,6829174.0,13.0,
IN,2020-03-16,24.0,1.0,Indiana,6732219.0,5.0,1.0
WY,2020-03-16,3.0,,Wyoming,578759.0,0.0,
SD,2020-03-16,10.0,,South Dakota,884659.0,1.0,
FL,2020-03-16,141.0,4.0,Florida,21477737.0,25.0,0.0
AR,2020-03-16,22.0,,Arkansas,3017804.0,6.0,
SC,2020-03-16,28.0,1.0,South Carolina,5148714.0,9.0,1.0
OR,2020-03-16,39.0,,Oregon,4217737.0,3.0,
IL,2020-03-16,93.0,,Illinois,12671821.0,29.0,
HI,2020-03-16,7.0,,Hawaii,1415872.0,5.0,
TX,2020-03-16,57.0,,Texas,28995881.0,1.0,
MN,2020-03-16,179.0,,Minnesota,5639632.0,51.0,
NM,2020-03-16,17.0,,New Mexico,2096829.0,4.0,
MS,2020-03-16,12.0,,Mississippi,2976149.0,2.0,
NJ,2020-03-16,178.0,4.0,New Jersey,8882190.0,80.0,0.0
MD,2020-03-16,37.0,2.0,Maryland,6045680.0,6.0,2.0
OK,2020-03-16,10.0,,Oklahoma,3956971.0,1.0,
LA,2020-03-16,115.0,2.0,Louisiana,4648794.0,25.0,0.0
ME,2020-03-17,32.0,,Maine,1344212.0,15.0,
NM,2020-03-17,23.0,,New Mexico,2096829.0,6.0,
KY,2020-03-17,22.0,1.0,Kentucky,4467673.0,1.0,0.0
NV,2020-03-17,55.0,1.0,Nevada,3080156.0,10.0,0.0
CT,2020-03-17,41.0,,Connecticut,3565287.0,15.0,
VA,2020-03-17,67.0,1.0,Virginia,8535519.0,16.0,0.0
MT,2020-03-17,8.0,,Montana,1068778.0,1.0,
RI,2020-03-17,33.0,,Rhode Island,1059361.0,11.0,
NH,2020-03-17,17.0,,New Hampshire,1359711.0,4.0,
AK,2020-03-17,3.0,0.0,Alaska,731545.0,2.0,0.0
NC,2020-03-17,40.0,0.0,North Carolina,10488084.0,7.0,0.0
NY,2020-03-17,1700.0,7.0,New York,19453561.0,750.0,0.0
KS,2020-03-17,15.0,1.0,Kansas,2913314.0,4.0,0.0
OR,2020-03-17,47.0,,Oregon,4217737.0,8.0,
MN,2020-03-17,246.0,,Minnesota,5639632.0,67.0,
CA,2020-03-17,483.0,11.0,California,39512223.0,148.0,5.0
NJ,2020-03-17,267.0,6.0,New Jersey,8882190.0,89.0,2.0
OK,2020-03-17,17.0,,Oklahoma,3956971.0,7.0,
VT,2020-03-17,19.0,,Vermont,623989.0,2.0,
FL,2020-03-17,186.0,6.0,Florida,21477737.0,45.0,2.0
AL,2020-03-17,36.0,0.0,Alabama,4903185.0,8.0,0.0
MS,2020-03-17,21.0,,Mississippi,2976149.0,9.0,
IN,2020-03-17,30.0,2.0,Indiana,6732219.0,6.0,1.0
IL,2020-03-17,159.0,1.0,Illinois,12671821.0,66.0,1.0
MO,2020-03-17,8.0,0.0,Missouri,6137428.0,2.0,0.0
ID,2020-03-17,7.0,,Idaho,1787065.0,2.0,
WI,2020-03-17,83.0,,Wisconsin,5822434.0,27.0,
CO,2020-03-17,160.0,1.0,Colorado,5758736.0,29.0,0.0
IA,2020-03-17,23.0,,Iowa,3155070.0,1.0,
WA,2020-03-17,3432.0,78.0,Washington,7614893.0,325.0,9.0
MI,2020-03-17,3659.0,2.0,Michigan,9986857.0,1726.0,2.0
PA,2020-03-17,96.0,,Pennsylvania,12801989.0,20.0,
OH,2020-03-17,67.0,,Ohio,11689100.0,17.0,
AR,2020-03-17,22.0,,Arkansas,3017804.0,0.0,
WV,2020-03-17,0.0,0.0,West Virginia,1792147.0,0.0,0.0
DE,2020-03-17,16.0,0.0,Delaware,973764.0,8.0,0.0
MD,2020-03-17,57.0,,Maryland,6045680.0,20.0,
DC,2020-03-17,22.0,,District of Columbia,705749.0,5.0,
MA,2020-03-17,118.0,,Massachusetts,6892503.0,21.0,
TX,2020-03-17,64.0,1.0,Texas,28995881.0,7.0,1.0
HI,2020-03-17,10.0,,Hawaii,1415872.0,3.0,
SC,2020-03-17,33.0,1.0,South Carolina,5148714.0,5.0,0.0
ND,2020-03-17,3.0,0.0,North Dakota,762062.0,2.0,0.0
AZ,2020-03-17,20.0,0.0,Arizona,7278717.0,2.0,0.0
NE,2020-03-17,21.0,,Nebraska,1934408.0,3.0,
UT,2020-03-17,51.0,0.0,Utah,3205958.0,12.0,0.0
SD,2020-03-17,11.0,,South Dakota,884659.0,1.0,
GA,2020-03-17,146.0,1.0,Georgia,10617423.0,25.0,0.0
WY,2020-03-17,10.0,,Wyoming,578759.0,7.0,
LA,2020-03-17,137.0,4.0,Louisiana,4648794.0,22.0,2.0
TN,2020-03-17,73.0,,Tennessee,6829174.0,21.0,
WA,2020-03-18,3810.0,82.0,Washington,7614893.0,378.0,4.0
WY,2020-03-18,15.0,,Wyoming,578759.0,5.0,
OH,2020-03-18,88.0,,Ohio,11689100.0,21.0,
NV,2020-03-18,55.0,2.0,Nevada,3080156.0,0.0,1.0
WV,2020-03-18,1.0,0.0,West Virginia,1792147.0,1.0,0.0
MN,2020-03-18,269.0,,Minnesota,5639632.0,23.0,
MT,2020-03-18,10.0,,Montana,1068778.0,2.0,
CO,2020-03-18,183.0,2.0,Colorado,5758736.0,23.0,1.0
KY,2020-03-18,26.0,1.0,Kentucky,4467673.0,4.0,0.0
OR,2020-03-18,75.0,3.0,Oregon,4217737.0,28.0,3.0
OK,2020-03-18,29.0,,Oklahoma,3956971.0,12.0,
TN,2020-03-18,98.0,,Tennessee,6829174.0,25.0,
VA,2020-03-18,77.0,1.0,Virginia,8535519.0,10.0,0.0
IA,2020-03-18,29.0,,Iowa,3155070.0,6.0,
MD,2020-03-18,85.0,2.0,Maryland,6045680.0,28.0,2.0
VT,2020-03-18,21.0,,Vermont,623989.0,2.0,
CT,2020-03-18,68.0,,Connecticut,3565287.0,27.0,
AK,2020-03-18,6.0,0.0,Alaska,731545.0,3.0,0.0
UT,2020-03-18,63.0,0.0,Utah,3205958.0,12.0,0.0
PA,2020-03-18,133.0,1.0,Pennsylvania,12801989.0,37.0,1.0
MA,2020-03-18,156.0,2.0,Massachusetts,6892503.0,38.0,2.0
ND,2020-03-18,6.0,0.0,North Dakota,762062.0,3.0,0.0
NC,2020-03-18,63.0,0.0,North Carolina,10488084.0,23.0,0.0
NJ,2020-03-18,427.0,9.0,New Jersey,8882190.0,160.0,3.0
IN,2020-03-18,39.0,2.0,Indiana,6732219.0,9.0,0.0
AL,2020-03-18,46.0,0.0,Alabama,4903185.0,10.0,0.0
SD,2020-03-18,11.0,1.0,South Dakota,884659.0,0.0,1.0
NE,2020-03-18,24.0,,Nebraska,1934408.0,3.0,
MO,2020-03-18,13.0,0.0,Missouri,6137428.0,5.0,0.0
NY,2020-03-18,2382.0,12.0,New York,19453561.0,682.0,5.0
ID,2020-03-18,9.0,,Idaho,1787065.0,2.0,
RI,2020-03-18,44.0,,Rhode Island,1059361.0,11.0,
AZ,2020-03-18,28.0,0.0,Arizona,7278717.0,8.0,0.0
MI,2020-03-18,4531.0,5.0,Michigan,9986857.0,872.0,3.0
SC,2020-03-18,60.0,1.0,South Carolina,5148714.0,27.0,0.0
NM,2020-03-18,28.0,,New Mexico,2096829.0,5.0,
LA,2020-03-18,240.0,6.0,Louisiana,4648794.0,103.0,2.0
NH,2020-03-18,26.0,,New Hampshire,1359711.0,9.0,
KS,2020-03-18,16.0,1.0,Kansas,2913314.0,1.0,0.0
FL,2020-03-18,314.0,7.0,Florida,21477737.0,128.0,1.0
DC,2020-03-18,31.0,,District of Columbia,705749.0,9.0,
AR,2020-03-18,33.0,,Arkansas,3017804.0,11.0,
CA,2020-03-18,611.0,13.0,California,39512223.0,128.0,2.0
HI,2020-03-18,14.0,,Hawaii,1415872.0,4.0,
ME,2020-03-18,43.0,,Maine,1344212.0,11.0,
WI,2020-03-18,121.0,,Wisconsin,5822434.0,38.0,
IL,2020-03-18,288.0,1.0,Illinois,12671821.0,129.0,0.0
GA,2020-03-18,197.0,1.0,Georgia,10617423.0,51.0,0.0
MS,2020-03-18,34.0,,Mississippi,2976149.0,13.0,
DE,2020-03-18,25.0,0.0,Delaware,973764.0,9.0,0.0
TX,2020-03-18,83.0,2.0,Texas,28995881.0,19.0,1.0
AZ,2020-03-19,44.0,0.0,Arizona,7278717.0,16.0,0.0
AK,2020-03-19,6.0,0.0,Alaska,731545.0,0.0,0.0
NV,2020-03-19,95.0,3.0,Nevada,3080156.0,40.0,1.0
WA,2020-03-19,4146.0,92.0,Washington,7614893.0,336.0,10.0
AL,2020-03-19,68.0,0.0,Alabama,4903185.0,22.0,0.0
DE,2020-03-19,30.0,0.0,Delaware,973764.0,5.0,0.0
OR,2020-03-19,88.0,3.0,Oregon,4217737.0,13.0,0.0
MO,2020-03-19,24.0,1.0,Missouri,6137428.0,11.0,1.0
MN,2020-03-19,287.0,,Minnesota,5639632.0,18.0,
TN,2020-03-19,154.0,,Tennessee,6829174.0,56.0,
WV,2020-03-19,2.0,0.0,West Virginia,1792147.0,1.0,0.0
KS,2020-03-19,34.0,1.0,Kansas,2913314.0,18.0,0.0
CA,2020-03-19,924.0,18.0,California,39512223.0,313.0,5.0
MS,2020-03-19,50.0,,Mississippi,2976149.0,16.0,
SD,2020-03-19,11.0,1.0,South Dakota,884659.0,0.0,0.0
SC,2020-03-19,60.0,1.0,South Carolina,5148714.0,0.0,0.0
NE,2020-03-19,27.0,0.0,Nebraska,1934408.0,3.0,0.0
NY,2020-03-19,4152.0,12.0,New York,19453561.0,1770.0,0.0
ND,2020-03-19,15.0,0.0,North Dakota,762062.0,9.0,0.0
KY,2020-03-19,35.0,1.0,Kentucky,4467673.0,9.0,0.0
MA,2020-03-19,229.0,3.0,Massachusetts,6892503.0,73.0,1.0
TX,2020-03-19,143.0,3.0,Texas,28995881.0,60.0,1.0
MD,2020-03-19,107.0,2.0,Maryland,6045680.0,22.0,0.0
VA,2020-03-19,94.0,2.0,Virginia,8535519.0,17.0,1.0
WY,2020-03-19,18.0,,Wyoming,578759.0,3.0,
MT,2020-03-19,12.0,,Montana,1068778.0,2.0,
NC,2020-03-19,97.0,0.0,North Carolina,10488084.0,34.0,0.0
LA,2020-03-19,347.0,8.0,Louisiana,4648794.0,107.0,2.0
IN,2020-03-19,56.0,2.0,Indiana,6732219.0,17.0,0.0
AR,2020-03-19,46.0,,Arkansas,3017804.0,13.0,
NH,2020-03-19,39.0,,New Hampshire,1359711.0,13.0,
GA,2020-03-19,287.0,10.0,Georgia,10617423.0,90.0,9.0
ME,2020-03-19,53.0,,Maine,1344212.0,10.0,
DC,2020-03-19,39.0,0.0,District of Columbia,705749.0,8.0,0.0
OH,2020-03-19,119.0,,Ohio,11689100.0,31.0,
FL,2020-03-19,390.0,8.0,Florida,21477737.0,76.0,1.0
RI,2020-03-19,61.0,,Rhode Island,1059361.0,17.0,
NM,2020-03-19,35.0,,New Mexico,2096829.0,7.0,
WI,2020-03-19,174.0,,Wisconsin,5822434.0,53.0,
VT,2020-03-19,28.0,,Vermont,623989.0,7.0,
OK,2020-03-19,44.0,1.0,Oklahoma,3956971.0,15.0,1.0
ID,2020-03-19,11.0,,Idaho,1787065.0,2.0,
IA,2020-03-19,38.0,,Iowa,3155070.0,9.0,
PA,2020-03-19,185.0,1.0,Pennsylvania,12801989.0,52.0,0.0
HI,2020-03-19,16.0,,Hawaii,1415872.0,2.0,
UT,2020-03-19,78.0,0.0,Utah,3205958.0,15.0,0.0
CO,2020-03-19,216.0,2.0,Colorado,5758736.0,33.0,0.0
MI,2020-03-19,5276.0,10.0,Michigan,9986857.0,745.0,5.0
CT,2020-03-19,96.0,1.0,Connecticut,3565287.0,28.0,1.0
NJ,2020-03-19,742.0,15.0,New Jersey,8882190.0,315.0,6.0
IL,2020-03-19,422.0,4.0,Illinois,12671821.0,134.0,3.0
HI,2020-03-20,26.0,,Hawaii,1415872.0,10.0,
FL,2020-03-20,520.0,10.0,Florida,21477737.0,130.0,2.0
AR,2020-03-20,96.0,,Arkansas,3017804.0,50.0,
DC,2020-03-20,71.0,1.0,District of Columbia,705749.0,32.0,1.0
OH,2020-03-20,169.0,1.0,Ohio,11689100.0,50.0,1.0
IA,2020-03-20,45.0,,Iowa,3155070.0,7.0,
OR,2020-03-20,114.0,3.0,Oregon,4217737.0,26.0,0.0
KS,2020-03-20,44.0,1.0,Kansas,2913314.0,10.0,0.0
WA,2020-03-20,4551.0,104.0,Washington,7614893.0,405.0,12.0
WI,2020-03-20,235.0,3.0,Wisconsin,5822434.0,61.0,3.0
NJ,2020-03-20,890.0,18.0,New Jersey,8882190.0,148.0,3.0
MD,2020-03-20,149.0,3.0,Maryland,6045680.0,42.0,1.0
TX,2020-03-20,194.0,5.0,Texas,28995881.0,51.0,2.0
NC,2020-03-20,137.0,0.0,North Carolina,10488084.0,40.0,0.0
OK,2020-03-20,49.0,1.0,Oklahoma,3956971.0,5.0,0.0
CO,2020-03-20,277.0,3.0,Colorado,5758736.0,61.0,1.0
VT,2020-03-20,44.0,2.0,Vermont,623989.0,16.0,2.0
NE,2020-03-20,32.0,0.0,Nebraska,1934408.0,5.0,0.0
WV,2020-03-20,7.0,0.0,West Virginia,1792147.0,5.0,0.0
MO,2020-03-20,47.0,1.0,Missouri,6137428.0,23.0,0.0
CT,2020-03-20,194.0,3.0,Connecticut,3565287.0,98.0,2.0
AL,2020-03-20,81.0,0.0,Alabama,4903185.0,13.0,0.0
DE,2020-03-20,38.0,0.0,Delaware,973764.0,8.0,0.0
ND,2020-03-20,20.0,0.0,North Dakota,762062.0,5.0,0.0
KY,2020-03-20,47.0,1.0,Kentucky,4467673.0,12.0,0.0
NH,2020-03-20,44.0,,New Hampshire,1359711.0,5.0,
LA,2020-03-20,473.0,12.0,Louisiana,4648794.0,126.0,4.0
AZ,2020-03-20,65.0,0.0,Arizona,7278717.0,21.0,0.0
GA,2020-03-20,420.0,13.0,Georgia,10617423.0,133.0,3.0
UT,2020-03-20,112.0,0.0,Utah,3205958.0,34.0,0.0
NV,2020-03-20,109.0,3.0,Nevada,3080156.0,14.0,0.0
ID,2020-03-20,23.0,,Idaho,1787065.0,12.0,
MT,2020-03-20,16.0,,Montana,1068778.0,4.0,
MA,2020-03-20,314.0,5.0,Massachusetts,6892503.0,85.0,2.0
VA,2020-03-20,114.0,2.0,Virginia,8535519.0,20.0,0.0
IL,2020-03-20,585.0,5.0,Illinois,12671821.0,163.0,1.0
PA,2020-03-20,268.0,1.0,Pennsylvania,12801989.0,83.0,0.0
MI,2020-03-20,6219.0,13.0,Michigan,9986857.0,943.0,3.0
ME,2020-03-20,57.0,,Maine,1344212.0,4.0,
